,Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source.1",Puissance cumulée des transformateurs existants.1,Nombre de transformateurs supplémentaires possible.1,Nombre de transformateurs existants.1,Consommation minimale.1,Tension aval.1,Tension amont.1,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible.1",Puissance en file d'attente.1,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR.1,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution.1,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_soutirage,RAM_soutirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM
1614,M.LOU,MARIE-LOUISE,GRAND-EST,78%,1019524.94,6756465.0,0.3,0.2,0.8,7.0,0.2,1.3,28/12/2023 : -14.8 MW.. 18/11/2024 : -10.93 MW,81.82 k€/MW,Non,0.0,12.0,.,0.0, > 15.0MW,26.5,56.0,,2.0,3.3,21.0,63.0,,0.2,27.0,52.1,,,,,,,,,,,,,,,,29,39.76,34.2,65,18.235,18.235
1615,M.MA5,MT-SAINT-MARTIN,GRAND-EST,78%,899816.4,6941489.5,1.1,0.4,1.0,1.2,0.5,2.5,Non,81.82 k€/MW,Non,0.0,0.8,.,0.0, <= 0.0MW,1.0,80.0,,2.0,5.5,21.0,227.0,,0.5,2.6,83.9,,,,,,,,,,,,,,,,34,52.8,4.3,5,79.705,52.8
1616,M.MAR,MONT-DE-MARSAN,NOUVELLE-AQUITAINE,77%,419496.2,6315719.0,3.6,53.0,0.0,12.8,53.8,54.8,15/10/2024 : +2 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,Restructuration du réseau autour du poste de MONT DE MARSAN et augmentation de la tenue aux courants de court-circuit,0.0, <= 0.0MW,1.2,92.0,,3.0,10.0,21.0,63.0,,55.8,60.5,33.4,,,,,,,,,,,,,,,,54,42.31999999999999,127.1,100,0.0,0.0
1618,M.MOR,MITRY-MORY,ILE DE FRANCE,70%,672983.9,6874167.5,0.1,1.1,1.5,1.2,1.4,2.7,,1.83 k€/MW,,0.0,2.7,,0.0, > 15.0MW,1.4,342.0,,4.0,12.5,21.0,227.0,,1.4,3.0,351.8,,,,,,,,,,,,,,,,18,280.44,5.6,1,348.282,280.44
1619,M.NOU,MAS-NOU,OCCITANIE,35%,691134.7,6189191.0,1.6,4.8,48.6,8.8,4.8,55.0,_,81.6 k€/MW,,0.0,45.0,Renforcement transformation Baixas,, <= 0.0MW,12.6,72.0,,2.0,5.9,21.0,62.0,Ajout d'un transformateur de 36 MVA,4.8,55.0,64.3,,,,,,,,,,,,,,,,40,43.199999999999996,68.6,100,0.0,0.0
1620,M.PIN,Mont Pinson,GRAND-EST,78%,804121.0,6929159.0,0.0,9.0,0.0,98.5,9.0,9.0,28/12/2023 : +9 MW.,81.82 k€/MW,Non,0.0,0.0,.,0.0, > 15.0MW,0.0,108.0,,3.0,0.2,20.0,90.0,Création d'un poste source 90/20 kV,9.0,9.0,99.2,,,,,,,,,,,,,,,,0,108.0,116.5,100,0.0,0.0
1622,M.ROI,MONTIGNY-LE-ROI,GRAND-EST,78%,885349.3,6769279.5,2.6,4.3,0.0,8.8,4.3,6.9,28/12/2023 : -32.2 MW.. 18/11/2024 : +3.15 MW,81.82 k€/MW,Non,0.0,0.1,,0.0, <= 0.0MW,0.0,40.0,,2.0,2.3,21.0,63.0,Ajout d'un transformateur de 36 MVA,4.3,36.0,29.1,,,,,,,,,,,,,,,,28,28.799999999999997,49.1,100,0.0,0.0
1624,M.SEN,MIRAMONT-SENSACQ,NOUVELLE-AQUITAINE,77%,433012.6,6282684.0,16.5,5.4,11.9,8.9,5.9,33.8,28/08/2024 : -3 MW vers MARTILOQUE,89.94 k€/MW,,0.0,0.0,Création d'une self 63 kV de 15 MVAR et extension du poste,0.0, <= 0.0MW,2.2,20.0,,1.0,1.2,21.0,63.0,Ajout d'un transformateur de 36 MVA,5.9,24.6,6.4,,,,,,,,,,,,,,,,30,14.0,39.400000000000006,100,0.0,0.0
1625,M.SER,LA MOTTE SERVOLEX,AUVERGNE-RHONE-ALPES,41%,925083.44,6504142.0,0.4,0.3,4.9,4.3,0.4,5.6,--,41.11 k€/MW,,0.0,5.6,Sans Objet,0.0, > 15.0MW,4.8,56.0,,2.0,7.1,21.0,63.0,,0.4,5.7,58.4,,,,,,,,,,,,,,,,63,20.72,10.4,17,48.471999999999994,20.72
1626,M.VEY,MARTRES DE VEYRE,AUVERGNE-RHONE-ALPES,41%,715781.9,6508853.0,1.9,2.6,8.1,6.9,2.6,12.6,Trsf de -4 MW le 30/09/24,41.11 k€/MW,,0.0,3.8,Sans Objet,0.0, > 15.0MW,1.5,72.0,,2.0,7.7,21.0,63.0,,6.3,16.3,66.5,,,,,,,,,,,,,,,,53,33.839999999999996,25.8,38,41.23,33.839999999999996
1627,M.VIR,MONCEAUX-LA-VIROLE,NOUVELLE-AQUITAINE,77%,609510.9,6498012.0,2.1,10.6,0.7,10.9,10.7,13.4,04/07/2024 : -2 MW vers PUYPERTUS | 04/07/2024 : -2 MW vers VILLE-SOUS-GRANGE | 30/08/2024 : -10 MW vers VEYTISOU,89.94 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 90 kV MONCEAU-PEYRAT,0.0, <= 0.0MW,12.7,30.0,,2.0,2.1,10.0,90.0,Ajout d'un transformateur de 36 MVA,10.7,23.5,10.5,,,,,,,,,,,,,,,,35,19.5,45.1,100,0.0,0.0
1628,MAC.S,MACON-SUD,BOURGOGNE-FRANCHE-COMTé,61%,839498.44,6577902.0,2.1,2.3,0.0,5.4,3.0,4.0,Transfert de capacité(s) : Notifié le 06/12/2024 de -6 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,5.5,108.0,,3.0,12.9,21.0,63.0,,4.2,11.9,111.3,,,,,,,,,,,,,,,,59,44.28,20.3,18,91.266,44.28
1629,MACHE,MACHECOUL,PAYS-DE-LA-LOIRE,24%,332678.8,6662153.5,0.4,6.3,5.3,13.8,9.5,12.0,!,45.09 k€/MW,,0.0,16.0,,, <= 0.0MW,0.0,40.0,,2.0,4.5,21.0,62.0,,9.5,15.1,21.2,,,,,,,,,,,,,,,,56,17.599999999999998,38.4,100,0.0,0.0
1631,MADIE,MADIERES,OCCITANIE,35%,744887.6,6306521.5,0.8,1.7,1.5,3.5,2.1,4.0,16/01/24: trf 3 MW depuis le poste de Ganges,81.6 k€/MW,,0.0,0.0,,, <= 0.0MW,0.0,20.0,,1.0,0.5,21.0,63.0,,2.1,4.4,14.9,,,,,,,,,,,,,,,,12,17.6,10.0,67,4.917,4.917
1632,MADRO,LE MADRON,CENTRE,91%,599239.06,6634199.0,1.5,26.7,0.0,6.5,26.7,28.0,2024-06-01 : +17 MW depuis BUZANCAIS | 2024-06-01 : +4 MW depuis ANGELIQUE | 2024-10-01 : +2.5 MW depuis REUILLY,62.75 k€/MW,,0.0,17.0,!,, > 15.0MW,0.0,72.0,,2.0,8.5,21.0,89.0,,26.7,28.0,47.4,,,,,,,,,,,,,,,,59,29.520000000000003,61.2,100,0.0,0.0
1633,MAGEN,MAGENTA,ILE DE FRANCE,70%,652569.9,6864211.5,0.2,0.0,0.1,0.2,0.0,0.3,,1.83 k€/MW,,0.0,0.1,,0.0, <= 0.0MW,0.1,140.0,,2.0,11.8,21.0,227.0,,0.0,0.3,151.6,,,,,,,,,,,,,,,,42,81.20000000000002,0.5,0,151.6,81.20000000000002
1634,MAGN5,MAGNAZEIX,NOUVELLE-AQUITAINE,77%,565631.0,6581261.0,0.9,11.5,0.6,11.3,12.5,13.0,06/08/2024 : +2 MW depuis SUD CREUSE,89.94 k€/MW,,0.0,0.0,Ripage d'un départ HTA sur le poste de HAUT LIMOUSIN par Enedis,0.0, <= 0.0MW,0.0,108.0,,3.0,2.0,20.0,89.0,Création d'un transformateur 36 MVA et Renforcement d'un transformateur de 20 en 36 MVA,12.8,14.2,85.9,,,,,,,,,,,,,,,,9,98.28,38.0,44,48.104000000000006,48.104000000000006
1635,MAGNA,MAGNANVILLE,ILE DE FRANCE,70%,604508.9,6875675.5,0.4,0.0,1.7,1.3,0.6,2.1,,1.83 k€/MW,,0.0,2.1,,0.0, > 15.0MW,1.7,108.0,,3.0,9.5,21.0,89.0,,0.6,2.7,115.6,,,,,,,,,,,,,,,,43,61.56000000000001,4.6,3,112.13199999999999,61.56000000000001
1636,MAGRE,MAGRE,NOUVELLE-AQUITAINE,77%,566192.0,6524126.0,2.1,2.8,1.1,5.8,2.8,6.0,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.1,72.0,,2.0,9.8,21.0,89.0,,2.8,6.0,72.9,,,,,,,,,,,,,,,,68,23.039999999999996,14.6,20,58.32000000000001,23.039999999999996
1637,MAICH,MAICHE,BOURGOGNE-FRANCHE-COMTé,61%,986202.06,6689917.5,0.4,1.5,1.1,4.1,1.5,3.0,-,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,1.0,40.0,,2.0,4.2,21.0,63.0,,1.5,3.0,38.5,,,,,,,,,,,,,,,,52,19.2,8.6,22,30.03,19.2
1638,MAIE ,LA MAIE,HAUTS-DE-FRANCE,54%,663156.0,7047004.5,0.0,0.0,0.0,0.8,0.0,0.0,,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,0.0,36.0,,1.0,4.4,16.0,89.0,,0.0,0.0,39.6,,,,,,,,,,,,,,,,61,14.040000000000001,0.8,2,38.808,14.040000000000001
1639,MAIGN,MAIGNELAY,HAUTS-DE-FRANCE,54%,665831.25,6939588.0,0.1,4.3,1.3,60.9,12.7,5.7,!,75.29 k€/MW,0.0,0.4,0.0,,, de 0.0MW é 15.0MW,0.5,108.0,0.0,3.0,0.0,20.0,63.0,32.2,12.7,0.5,42.8,,,,,,,,,,,,,,,,0,108.0,74.1,100,0.0,0.0
1640,MAILL,MAILLY,BOURGOGNE-FRANCHE-COMTé,61%,748396.44,6722986.5,0.4,17.8,49.8,1.3,34.9,68.0,-,72.71 k€/MW,,0.0,0.0,Raccordement de 2 transformateurs 63/20 kV,0.0, <= 0.0MW,0.0,20.0,,1.0,2.3,21.0,63.0,Ajout de 2 transformateurs de 36 MVA,34.9,85.0,0.0,,,,,,,,,,,,,,,,57,8.600000000000001,121.19999999999999,100,0.0,0.0
1641,MAINT,MAINTENON,CENTRE,91%,596348.5,6831619.5,0.1,9.0,0.4,1.1,9.0,9.5,2023-11-13 : +8 MW depuis EURE-ET-LOIR | 2024-10-01 : +0.5 MW depuis BROU,62.75 k€/MW,,0.0,0.6,,, > 15.0MW,0.4,30.0,,1.0,3.7,21.0,90.0,,9.0,9.5,23.6,,,,,,,,,,,,,,,,61,11.700000000000001,19.6,83,4.012000000000001,4.012000000000001
1643,MALA6,MALASSIS,ILE DE FRANCE,70%,658474.8,6863589.5,0.1,0.0,1.2,0.1,0.1,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.2,540.0,,14.0,26.4,15.0,227.0,,0.1,1.4,565.5,,,,,,,,,,,,,,,,24,410.4,1.5999999999999999,0,565.5,410.4
1644,MALAD,LA MALADIERE,GRAND-EST,78%,775587.5,6799488.0,2.8,2.6,0.6,6.0,4.4,6.0,18/11/2024 : +3.54 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, <= 0.0MW,0.2,119.0,,4.0,9.2,15.0,63.0,,4.4,7.3,117.9,,,,,,,,,,,,,,,,38,73.78,17.7,15,100.215,73.78
1645,MALAG,MALAGUAY,CENTRE,91%,590563.5,6816618.0,0.6,0.9,0.0,0.2,0.9,1.0,!,62.75 k€/MW,,0.0,0.8,,, > 15.0MW,0.1,108.0,,3.0,6.7,16.0,89.0,,0.9,1.5,113.6,,,,,,,,,,,,,,,,31,74.52,2.6,2,111.32799999999999,74.52
1647,MALE5,MALESTROIT,BRETAGNE,96%,298378.44,6759043.5,11.7,2.2,34.1,4.6,2.4,48.0,"Transfert de +8 MW le 17/10/2016, transfert de +32 MW le 28/03/2019, adaptation +68 MW 09/05/22, transfert -42 MW 15/05/22, transfert -19 MW 17/01/24",19.94 k€/MW,,0.0,55.5,Raccordement d'un transfo 63/HTA (transfert du 28/03/19). Retrait du raccordement de ce transfo (transfert du 16/12/19).Raccordement d'un transfo 63/HTA (adaptation du 09/05/22),, > 15.0MW,0.0,40.0,,2.0,5.3,21.0,62.0,,2.4,27.7,38.3,,,,,,,,,,,,,,,,66,13.599999999999998,34.7,90,3.8299999999999987,3.8299999999999987
1649,MALEC,MALECOT,ILE DE FRANCE,70%,669657.1,6824079.5,0.2,0.0,1.1,0.0,11.5,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.1,80.0,,2.0,8.3,21.0,227.0,,11.5,12.8,75.8,,,,,,,,,,,,,,,,51,39.2,24.3,32,51.54399999999999,39.2
1650,MALES,MALESHERBES,CENTRE,91%,655524.9,6798254.0,0.2,0.4,0.4,0.4,0.4,1.0,!,62.75 k€/MW,,0.0,0.9,,, > 15.0MW,0.4,72.0,,2.0,4.4,21.0,63.0,,0.4,1.0,75.7,,,,,,,,,,,,,,,,30,50.4,1.8,2,74.186,50.4
1651,MALGO,MALGOVERT,AUVERGNE-RHONE-ALPES,41%,995310.4,6509266.0,0.1,0.2,2.7,1.0,0.2,3.0,--,41.11 k€/MW,,0.0,3.0,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, <= 0.0MW,2.6,40.0,,2.0,4.5,20.0,63.0,Création d'un transformateur 20 MVA,0.2,3.0,43.2,,,,,,,,,,,,,,,,56,17.599999999999998,4.2,9,39.312000000000005,17.599999999999998
1653,MALL6,MALLEMORT,PROVENCE-ALPES-COTE-D'AZUR,17%,876174.1,6294765.5,0.6,14.5,52.9,10.0,19.6,68.0,Transfert vers St Maximin (-16 MW de CR et permutation de transfo de puissance 20 MVA / 36 MVA),76.07 k€/MW,,0.0,74.1,,, <= 0.0MW,16.9,56.0,,2.0,6.5,21.0,63.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,19.6,73.1,33.0,,,,,,,,,,,,,,,,58,23.520000000000003,102.69999999999999,100,0.0,0.0
1656,MALMA,MALMAISON,HAUTE-NORMANDIE,97%,585488.06,6866768.0,0.9,0.0,0.1,2.5,0.0,1.0,,12.40 k€/MW,,0.0,0.4,,0.0, > 15.0MW,0.1,72.0,,2.0,6.3,20.0,90.0,,1.2,2.2,74.5,,,,,,,,,,,,,,,,43,41.040000000000006,4.7,6,70.03,41.040000000000006
1657,MALPL,MALPLAQUET,HAUTS-DE-FRANCE,54%,708095.94,7075567.5,0.2,0.1,1.1,1.0,0.1,1.4,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,1.1,112.0,,4.0,8.3,10.0,89.0,,0.1,1.4,119.2,,,,,,,,,,,,,,,,37,70.56,2.5,2,116.816,70.56
1661,MAMER,MAMERS,PAYS-DE-LA-LOIRE,24%,504238.47,6808375.5,1.2,3.7,35.1,7.0,22.4,40.0,!,45.09 k€/MW,,0.0,40.0,!,, > 15.0MW,12.2,72.0,,2.0,6.1,21.0,89.0,,22.4,58.7,48.7,,,,,,,,,,,,,,,,42,41.760000000000005,88.1,100,0.0,0.0
1662,MANCI,MANCIOUX,OCCITANIE,35%,533656.5,6230843.0,0.5,15.9,9.6,6.1,17.4,26.0,10/24 : trf +10MW adaptation,81.6 k€/MW,-,0.0,0.0,état initial: augmentation capacité de transit Berat-Portet 63 kV et Travaux Vallée de la Garonne Nord issus de l'adaptation,0.0, <= 0.0MW,0.0,40.0,,2.0,4.1,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,17.4,27.5,20.7,,,,,,,,,,,,,,,,51,19.6,51.0,100,0.0,0.0
1664,MANEG,MANEGUEN,BRETAGNE,96%,227000.53,6761192.0,1.9,1.3,0.0,3.4,1.6,1.0,,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.8,72.0,,2.0,10.3,21.0,62.0,,1.6,4.3,77.3,,,,,,,,,,,,,,,,71,20.880000000000003,9.3,12,68.024,20.880000000000003
1665,MANO5,MANOISE,HAUTS-DE-FRANCE,54%,748461.2,6942955.5,68.8,68.0,0.0,137.5,68.0,39.1,!,75.29 k€/MW,0.0,68.0,0.0,Raccordement d'un transformateur 63/20kV au poste existant de Manoise.,0.0, <= 0.0MW,2.4,132.0,,4.0,7.6,15.0,63.0,,0.0,39.1,138.1,,,,,,,,,,,,,,,,28,95.03999999999999,244.6,100,0.0,0.0
1666,MANO7,MANOIRE,NOUVELLE-AQUITAINE,77%,541805.7,6448809.5,12.1,5.4,0.0,4.1,5.4,14.3,15/10/2024 : -2 MW vers BRANTOME | 15/10/2024 : -2 MW vers EXCIDEUIL,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,36.0,,1.0,1.7,21.0,90.0,Ajout d'un transformateur de 36 MVA,5.4,14.3,28.3,,,,,,,,,,,,,,,,23,27.72,23.8,84,4.528000000000001,4.528000000000001
1667,MANOI,MANOIR (LE),HAUTE-NORMANDIE,97%,570410.3,6914565.5,0.3,0.2,5.5,0.7,0.2,6.0,,12.40 k€/MW,,0.0,5.5,,0.0, > 15.0MW,5.5,346.0,,5.0,5.9,15.0,225.0,,0.2,2.0,351.0,,,,,,,,,,,,,,,,8,318.32,2.9,0,351.0,318.32
1668,MANOM,MANOM,GRAND-EST,78%,930707.8,6923392.5,0.0,0.0,1.1,0.0,0.0,1.1,18/11/2024 : -1.45 MW,81.82 k€/MW,Non,0.0,2.1,.,0.0, > 15.0MW,2.5,72.0,,2.0,6.3,21.0,62.0,,0.0,2.5,77.2,,,,,,,,,,,,,,,,43,41.040000000000006,2.5,3,74.884,41.040000000000006
1669,MANSA,MANSAT,NOUVELLE-AQUITAINE,77%,606000.4,6541214.0,2.9,30.3,4.8,7.1,61.0,38.0,30/06/2023 : +0 MW depuis ST-SEVER | 22/09/2023 : +3 MW depuis LAVAUD | 08/03/2024 : +8 MW depuis LAVAUD | 15/10/2024 : +2 MW depuis SUD CREUSE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,40.0,,2.0,2.2,21.0,90.0,Mutation d'un transformateur de 20 en 36 MVA,61.0,67.7,0.0,,,,,,,,,,,,,,,,27,29.2,135.8,100,0.0,0.0
1670,MANSL,MANSLE,NOUVELLE-AQUITAINE,77%,479794.12,6534718.5,35.8,34.6,0.0,9.1,34.6,67.5,04/10/2023 : +2 MW depuis MELLE | 28/06/2024 : +2 MW depuis ROCHEFOUCAULD (LA),89.94 k€/MW,,0.0,0.0,Injection LONGCHAMP 90 kV via RUFFECOIS,, <= 0.0MW,0.0,60.0,,3.0,4.2,21.0,90.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,34.6,69.5,20.5,,,,,,,,,,,,,,,,35,39.0,113.2,100,0.0,0.0
1671,MARA7,MARANS,NOUVELLE-AQUITAINE,77%,393346.06,6585449.0,22.2,15.2,0.0,15.2,26.7,35.6,01/02/2023 : +1 MW depuis MINIMES | 21/06/2023 : +8 MW depuis JONZAC | 15/02/2024 : +2 MW depuis MORINANT | 04/07/2024 : +2 MW depuis MORINANT,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,0.0,72.0,,2.0,7.3,21.0,90.0,,26.7,49.1,37.4,,,,,,,,,,,,,,,,50,36.0,91.0,100,0.0,0.0
1672,MARAI,LE MARAIS,HAUTE-NORMANDIE,97%,587993.06,6890308.0,0.2,4.0,0.8,0.6,4.0,5.0,,12.40 k€/MW,,0.0,5.0,,0.0, > 15.0MW,0.0,108.0,,3.0,6.5,16.0,89.0,,4.0,5.0,109.9,,,,,,,,,,,,,,,,30,75.6,9.6,8,101.108,75.6
1674,MARC6,MARCILLY,BOURGOGNE-FRANCHE-COMTé,61%,860640.7,6714724.5,2.4,3.4,35.2,6.9,3.6,41.0,-,72.71 k€/MW,,0.0,0.0,Augmentation des capacités de transit du réseauà63 000 Volts dans le secteur de Champs-Régnaud - Marcilly. Raccordement d'un transformateur 63/20 kV,0.0, <= 0.0MW,0.0,72.0,,2.0,5.2,21.0,63.0,Ajout d'un transformateur de 36 MVA,3.6,41.2,66.7,,,,,,,,,,,,,,,,36,46.08,51.7,77,15.341,15.341
1675,MARCH,MARCHAIS,CENTRE,91%,615117.7,6757236.0,0.0,0.7,0.3,0.5,0.7,1.0,!,62.75 k€/MW,,0.0,1.0,,, > 15.0MW,0.3,72.0,,2.0,6.1,21.0,90.0,,0.7,1.0,77.0,,,,,,,,,,,,,,,,42,41.760000000000005,2.2,2,75.46,41.760000000000005
1676,MARCI,MARCIGNY,BOURGOGNE-FRANCHE-COMTé,61%,780504.94,6575143.0,2.0,10.7,29.3,7.1,10.7,42.0,Transfert de capacité notifié le 19/07/2024 de -18 MW,72.71 k€/MW,,0.0,0.0,-,0.0, <= 0.0MW,2.3,20.0,,2.0,2.6,21.0,63.0,Mutation de 2 transformateurs de 10 en 36 MVA,10.7,60.0,4.8,,,,,,,,,,,,,,,,65,7.0,77.8,100,0.0,0.0
1677,MARCK,MARCKOLSHEIM,GRAND-EST,78%,1040972.25,6793608.0,1.0,3.5,0.0,166.1,24.2,4.4,28/12/2023 : +1.1 MW.. 18/11/2024 : +0.78 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, > 15.0MW,0.0,40.0,,2.0,4.0,21.0,63.0,,24.2,25.3,8.7,,,,,,,,,,,,,,,,50,20.0,215.6,100,0.0,0.0
1680,MAREN,MARENNES,NOUVELLE-AQUITAINE,77%,380051.53,6533537.0,1.4,0.0,1.3,4.7,0.0,2.7,,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,1.2,72.0,,2.0,5.7,21.0,89.0,,0.0,2.7,73.0,,,,,,,,,,,,,,,,39,43.92,7.4,10,65.7,43.92
1682,MARGA,MARGAUX,NOUVELLE-AQUITAINE,77%,410022.28,6445000.5,1.1,7.3,17.8,4.4,7.3,26.2,10/08/2023 : -2 MW vers PIAN-MEDOC | 30/06/2023 : -0 MW vers HOSTENS | 15/10/2024 : -2 MW vers BACALAN | 15/10/2024 : -2 MW vers PONTAC,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,17.8,56.0,,2.0,5.7,24.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,7.3,24.2,50.1,,,,,,,,,,,,,,,,50,28.0,35.9,71,14.529000000000002,14.529000000000002
1685,MARI6,MARIE,AUVERGNE-RHONE-ALPES,41%,858771.5,6440359.5,2.8,7.5,11.3,11.0,7.5,21.6,--,41.11 k€/MW,,0.0,0.0,Sans Objet,0.0, > 15.0MW,0.0,72.0,,2.0,10.2,21.0,63.0,,7.5,21.6,63.7,,,,,,,,,,,,,,,,70,21.6,40.1,62,24.206000000000003,21.6
1689,MARLE,MARLE,HAUTS-DE-FRANCE,54%,755336.06,6961604.5,0.0,1.4,1.6,4.0,1.9,3.0,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, <= 0.0MW,1.6,308.0,,4.0,5.3,20.0,90.0,Création d'un transformateur 36 MVA et Renforcement d'un transformateur 36 MVA 63 kV en 90 kV,1.9,3.5,307.5,,,,,,,,,,,,,,,,8,283.36,9.4,3,298.275,283.36
1690,MARM5,MARMANDE,NOUVELLE-AQUITAINE,77%,474992.28,6383438.5,4.9,9.9,0.0,9.4,10.3,14.7,25/01/2024 : +2 MW depuis REOLE | 06/08/2024 : +2 MW depuis HAUTE LANDE | 15/10/2024 : +2 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,8.5,21.0,63.0,,10.3,17.1,60.8,,,,,,,,,,,,,,,,59,29.520000000000003,36.800000000000004,60,24.32,24.32
1692,MARN5,MARNIERE,HAUTE-NORMANDIE,97%,583389.4,6879962.5,0.1,0.4,0.5,0.5,0.4,1.0,,12.40 k€/MW,,0.0,1.0,,0.0, > 15.0MW,0.5,72.0,,2.0,5.6,20.0,90.0,,2.4,3.0,74.7,,,,,,,,,,,,,,,,38,44.64,3.9,5,70.965,44.64
1693,MARNA,MARNAVAL,GRAND-EST,78%,846701.06,6838235.5,0.7,1.6,0.2,1.6,1.6,2.5,Non,81.82 k€/MW,Non,0.0,1.3,.,0.0, > 15.0MW,0.2,40.0,,2.0,3.5,21.0,63.0,,2.9,3.8,39.1,,,,,,,,,,,,,,,,43,22.800000000000004,7.0,17,32.453,22.800000000000004
1696,MAROL,MAROLLES,GRAND-EST,78%,818642.5,6847795.5,6.9,245.8,64.6,11.0,253.6,317.3,28/12/2023 : +128.4 MW + raccordement d'un transformateur 225/20 kV - 80 MVA.. 18/11/2024 : +188.89 MW,81.82 k€/MW,Non,0.0,0.0,Schéma GE: raccordement d'un transformateur 225/20 kV - 80 MVA,0.0, <= 0.0MW,0.0,188.0,,5.0,9.7,21.0,225.0,Création d'un transformateur 225/20 kV de 80 MVA,68.0,76.8,118.7,,,,,,,,,,,,,,,,25,141.0,341.40000000000003,100,0.0,0.0
1697,MARSA,MARSAC,NOUVELLE-AQUITAINE,77%,516690.53,6457459.0,1.5,6.7,2.1,4.4,6.7,10.3,22/03/2024 : +3 MW depuis EXCIDEUIL | 29/03/2024 : +1 MW depuis FONTPINQUET | 04/07/2024 : +2 MW depuis ST GERAUD DE CORPS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.1,72.0,,2.0,6.1,21.0,62.0,,6.7,10.3,67.0,,,,,,,,,,,,,,,,42,41.760000000000005,21.400000000000002,31,46.23,41.760000000000005
1698,MARSI,MARSILLON,NOUVELLE-AQUITAINE,77%,408736.38,6260620.0,24.3,12.4,22.1,14.9,12.7,58.8,30/06/2023 : -0 MW vers SAUVETAT,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,22.1,92.0,,3.0,9.5,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,12.7,59.1,73.8,,,,,,,,,,,,,,,,51,45.08,86.7,100,0.0,0.0
